%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1546977676060295740,243882,1546977676059775705,,-28.8762554522,-10.5026002567,-2.16049785854,-8.09814563925,-2.14696570143,1.98911611657
1546977676067803958,243883,1546977676067568036,,-28.5217223834,-10.6802174346,-2.47767727292,-8.11706723662,-2.13980296447,1.94024408861
1546977676075892549,243884,1546977676075665195,,-28.8749496878,-10.6551540219,-2.40487142484,-8.10990863396,-2.16105160209,1.99248934327
1546977676083835418,243885,1546977676083583143,,-28.6814029979,-10.6794405104,-2.28938829886,-8.17639073772,-2.181820304,1.9439688782
1546977676091938570,243886,1546977676091681405,,-28.9289766124,-10.7293993864,-2.6429608469,-8.24524228357,-2.190148152,1.97670052765
1546977676099907156,243887,1546977676099665759,,-28.1314866473,-10.6405051113,-2.21583950429,-8.06504292344,-2.14997193693,1.87463764699
1546977676107927729,243888,1546977676107604695,,-28.189165318,-10.2936894279,-2.10404080836,-7.95065423071,-2.11647952925,1.92347513761
1546977676116215601,243889,1546977676115654351,,-28.7407870818,-10.1513099446,-2.33853798359,-8.06461160613,-2.12207169379,1.97139136326
1546977676123872455,243890,1546977676123566840,,-28.5669976725,-10.5868294508,-2.10138888016,-8.02711417812,-2.12802214578,1.98321809625
1546977676131896475,243891,1546977676131581701,,-29.0416652691,-10.8021796391,-2.53294598555,-8.22616299859,-2.17475819256,1.9731561287
1546977676140420383,243892,1546977676139828168,,-28.6298370286,-10.7386140563,-2.22115325055,-8.02982741956,-2.11740165626,1.94136941319
1546977676148324751,243893,1546977676147681701,,-28.0962063638,-10.2438953089,-1.8786807013,-7.96685622642,-2.11734173473,1.95294050932
1546977676156167768,243894,1546977676155680241,,-28.923293902,-10.6072654083,-2.54799952375,-8.14032938631,-2.14236679229,1.98992372856
1546977676163946114,243895,1546977676163597815,,-28.6568712394,-10.751380645,-2.11889323462,-8.12337251348,-2.15758523064,1.94233063846
1546977676171997419,243896,1546977676171591636,,-28.6998581029,-10.3372297952,-2.12597899317,-7.93781669961,-2.09419707818,1.98323428405
1546977676180252072,243897,1546977676179711427,,-28.2923730515,-10.383273312,-2.22791185998,-7.89487121866,-2.06616835901,1.94178035858
1546977676187846620,243898,1546977676187584051,,-28.9865730946,-10.8854203232,-2.45523374232,-8.10652659537,-2.09640401827,1.99021175062
1546977676195939295,243899,1546977676195577590,,-28.8749088726,-10.6763617666,-2.39449260791,-8.13308658694,-2.14474019619,1.95554887765
1546977676203941241,243900,1546977676203613066,,-29.1604127913,-10.6259511589,-2.45453609882,-8.1942149288,-2.156891709,2.00291283379
1546977676212571805,243901,1546977676211724573,,-28.8905359664,-10.7631795248,-2.4219833115,-8.1209903596,-2.14771423819,1.98563252808
1546977676219980917,243902,1546977676219639679,,-29.4248964862,-11.0535961802,-2.85480768523,-8.37925442425,-2.21905007664,1.96023547339
1546977676227982669,243903,1546977676227641982,,-28.7638866272,-10.8790062407,-2.45404637516,-8.14373237124,-2.15306398661,1.97646800904
1546977676235908314,243904,1546977676235590876,,-28.9583556012,-10.3836160026,-2.31571497036,-8.12492036206,-2.15804807033,1.96072350429
1546977676244384440,243905,1546977676243744993,,-29.3434274438,-10.9002927925,-2.74980561258,-8.30297112243,-2.17502970055,1.99985827624
1546977676251914204,243906,1546977676251602906,,-28.1345064006,-10.5076330965,-2.12099333003,-7.94777718995,-2.09477388627,1.89487837507
1546977676260274062,243907,1546977676259749502,,-29.6090435993,-10.7842801163,-2.69807322719,-8.31848035026,-2.18493532101,2.03724786706
1546977676267978501,243908,1546977676267605061,,-29.0641539447,-10.6921045036,-2.48835614737,-8.26447704727,-2.19406730007,1.95837017143
1546977676276311499,243909,1546977676275763994,,-29.0258688704,-10.6200817471,-2.54929578003,-8.2380434076,-2.19340251698,1.97692953697
1546977676284008226,243910,1546977676283645926,,-27.7010162298,-10.2335487192,-1.84334472693,-7.76261170217,-2.05025160049,1.87543601088
1546977676291919854,243911,1546977676291571661,,-28.3266743139,-10.5585430794,-2.19981436615,-8.01987861274,-2.10851050561,1.91491742777
1546977676299926826,243912,1546977676299591201,,-28.0527112985,-10.4560291944,-1.96566515289,-7.94567982913,-2.1159381254,1.92591918978
1546977676308448145,243913,1546977676307754117,,-29.0989217489,-10.7158328037,-2.45555693175,-8.20398392183,-2.1630827058,1.95729528377
1546977676316530437,243914,1546977676315755580,,-28.4554609566,-10.6449044097,-2.2283652186,-8.04329572401,-2.12065083209,1.93961689164
1546977676324040717,243915,1546977676323637212,,-28.2493901137,-10.4109837408,-2.16599858157,-7.91184039344,-2.07596096051,1.95214897083
1546977676331788699,243916,1546977676331537417,,-28.6567541349,-10.7535900248,-2.19529393608,-8.10787930279,-2.14376052404,1.97106257069
